0	0	0	0	0	0	0	0	2	0	0	2	0	2	0	0	0	1	0	0	0	0	355.483
0	1	0	1	1	1	2	0	1	0	1	0	0	1	1	0	0	0	0	1	1	1	304.699
0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	1	0	0	1	0	425.96
0	2	0	2	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	216.005
0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	313.782
0	2	0	3	2	0	3	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	950.879
0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	288.007
0	1	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	216.299
4	2	1	4	3	1	3	1	1	0	2	2	0	3	3	0	0	0	0	1	0	0	204.805
0	1	0	2	3	1	1	1	1	0	3	3	3	3	3	0	1	0	0	0	1	1	311.827
0	2	0	0	3	0	0	1	1	1	3	2	2	2	2	1	2	0	0	1	1	1	290.56
0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	212.127
0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	97.526
0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	320.007
0	1	0	2	2	0	0	1	1	0	3	3	3	3	3	0	0	1	0	0	1	1	251.546
0	0	0	1	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	91.721
0	0	0	4	3	3	3	1	1	0	3	3	0	1	0	0	0	0	0	1	1	1	21.232
0	0	0	1	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	1	1	0	510.445
0	2	1	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	264.548
0	2	1	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	1	1	264.548
0	2	0	1	1	0	0	1	1	1	0	0	0	0	0	1	2	0	1	1	1	0	653.055
0	2	1	4	2	1	3	1	1	0	1	0	0	0	0	0	0	1	1	0	1	0	369.744
0	2	0	1	0	0	1	1	1	2	2	2	2	0	0	0	0	1	0	0	1	1	795.372
0	1	0	2	3	2	3	1	1	2	3	3	3	3	3	0	0	0	0	1	1	0	212.154
0	0	0	1	0	0	1	0	1	0	1	3	2	1	2	0	1	1	0	1	1	0	259.149
0	1	1	2	1	0	1	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	259.149
0	0	0	1	0	0	1	0	1	0	3	3	3	3	3	0	0	0	0	0	0	0	259.149
2	2	0	4	1	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	5952.326
0	1	0	3	3	2	3	1	1	0	3	2	3	3	3	0	0	0	1	0	1	0	370.876
0	0	0	0	3	3	3	1	1	0	3	3	3	3	3	0	0	0	0	0	1	1	638.274
0	2	0	2	2	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	357.14
